Viens	VER:pres	venir
si	KON	si
dans	PRP	dans
le	DET:ART	le
combat	NOM	combat
le	DET:ART	le
destin	NOM	destin
plus	ADV	plus
puissant	ADJ	puissant
Marque	NAM	Marque
de	PRP	de
quelque	PRO:IND	quelque
affront	NOM	affront
son	DET:POS	son
empire	NOM	empire
naissant	ADJ	naissant
;	PUN	;
S'	NAM	S'
il	PRO:PER	il
fuit	VER:pres	fuir
,	PUN	,
ne	ADV	ne
doutez	VER:pres	douter
point	ADV	point
que	KON	que
fiers	ADJ	fier
de	PRP	de
sa	DET:POS	son
disgrâce	NOM	disgrâce
À	PRP	à
la	DET:ART	le
haine	NOM	haine
bientôt	ADV	bientôt
ils	PRO:PER	il
ne	ADV	ne
joignent	VER:pres	joindre
l'	DET:ART	le
audace	NOM	audace
,	PUN	,
Et	NOM	Et
n'	ADV	ne
expliquent	VER:pres	expliquer
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
la	DET:ART	le
perte	NOM	perte
du	PRP:det	du
combat	NOM	combat
,	PUN	,
Comme	VER:pres	Comme
un	DET:ART	un
arrêt	NOM	arrêt
du	PRP:det	du
ciel	NOM	ciel
qui	PRO:REL	qui
réprouve	VER:pres	réprouver
Amurat	NAM	Amurat
.	SENT	.
Cependant	ADV	cependant
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
en	PRO:PER	en
faut	VER:pres	falloir
croire	VER:infi	croire
la	DET:ART	le
renommée	NOM	renommée
,	PUN	,
Il	NAM	Il
a	VER:pres	avoir
depuis	PRP	depuis
trois	NUM	trois
mois	NOM	moi|mois
fait	VER:pres	faire
partir	VER:infi	partir
de	PRP	de
l'	DET:ART	le
armée	NOM	armée
Un	VER:futu	Un
esclave	NOM	esclave
chargé	VER:pper	charger
de	PRP	de
quelque	PRO:IND	quelque
ordre	NOM	ordre
secret	ADJ	secret
.	SENT	.
Tout	PRO:IND	tout
le	DET:ART	le
camp	NOM	camp
interdit	VER:pper	interdire
tremblait	VER:impf	trembler
pour	PRP	pour
Bajazet	NAM	Bajazet
.	SENT	.
On	PRO:PER	on
craignait	VER:impf	craindre
qu'	KON	que
Amurat	NAM	Amurat
par	PRP	par
un	DET:ART	un
ordre	NOM	ordre
sévère	ADJ	sévère
N'	NOM	N'
envoyât	VER:subi	envoyer
demander	VER:infi	demander
la	DET:ART	le
tête	NOM	tête
de	PRP	de
son	DET:POS	son
frère	NOM	frère
.	SENT	.
Tel	PRO:DEM	tel
était	VER:impf	être
son	DET:POS	son
dessein	NOM	dessein
.	SENT	.
Cet	PRO:DEM	ce
esclave	NOM	esclave
est	VER:pres	être
venu	VER:pper	venir
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
montré	VER:pper	montrer
son	DET:POS	son
ordre	NOM	ordre
et	KON	et
n'	ADV	ne
a	VER:pres	avoir
rien	ADV	rien
obtenu	VER:pper	obtenir
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
Seigneur	NAM	Seigneur
!	SENT	!
Le	DET:ART	le
sultan	NOM	sultan
reverra	VER:futu	revoir
son	DET:POS	son
visage	NOM	visage
,	PUN	,
Sans	NAM	Sans
que	KON	que
de	PRP	de
vos	DET:POS	votre
respects	NOM	respect
il	PRO:PER	il
lui	PRO:PER	lui
porte	VER:pres	porter
ce	PRO:DEM	ce
gage	NOM	gage
?	SENT	?
Cet	PRO:DEM	ce
esclave	NOM	esclave
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
.	SENT	.
Un	DET:ART	un
ordre	NOM	ordre
,	PUN	,
cher	ADV	cher
Osmin	NAM	Osmin
,	PUN	,
L'	DET:ART	le
a	VER:pres	avoir
fait	VER:pper	faire
précipiter	VER:infi	précipiter
dans	PRP	dans
le	DET:ART	le
fond	NOM	fond
de	PRP	de
l'	DET:ART	le
Euxin	NAM	Euxin
.	SENT	.
Mais	KON	mais
le	DET:ART	le
sultan	NOM	sultan
surpris	VER:pper	surprendre
d'	PRP	de
une	DET:ART	un
trop	ADV	trop
longue	ADJ	longue
absence	NOM	absence
,	PUN	,
En	NOM	En
cherchera	VER:futu	chercher
bientôt	ADV	bientôt
la	DET:ART	le
cause	NOM	cause
et	KON	et
la	DET:ART	le
vengeance	NOM	vengeance
.	SENT	.
Que	KON	que
lui	PRO:PER	lui
répondrez	VER:futu	répondre
-vous	PRO:PER	vous
?	SENT	?
Peut-être	ADV	peut-être
avant	PRP	avant
ce	PRO:DEM	ce
temps	NOM	temps
Je	PRO:PER	je
saurai	VER:simp	saurer
l'	PRO:PER	la|le
occuper	VER:infi	occuper
de	PRP	de
soins	NOM	soin
plus	ADV	plus
importants	ADJ	important
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
bien	ADV	bien
qu'	KON	que
Amurat	NAM	Amurat
a	VER:pres	avoir
juré	VER:pper	jurer
ma	DET:POS	mon
ruine	NOM	ruine
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
à	PRP	à
son	DET:POS	son
retour	NOM	retour
l'	DET:ART	le
accueil	NOM	accueil
qu'	PRO:REL	que
il	PRO:PER	il
me	PRO:PER	me
destine	VER:pres	destiner
.	SENT	.
Tu	PRO:PER	tu
vois	VER:pres	voir
pour	PRP	pour
m'	PRO:PER	me
arracher	VER:infi	arracher
du	PRP:det	du
coeur	NOM	cœur
de	PRP	de
ses	DET:POS	son
soldats	NOM	soldat
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
va	VER:pres	aller
chercher	VER:infi	chercher
sans	PRP	sans
moi	PRO:PER	moi
les	DET:ART	le
sièges	NOM	siège
,	PUN	,
les	DET:ART	le
combats	NOM	combat
.	SENT	.
Il	PRO:PER	il
commande	VER:pres	commander
l'	DET:ART	le
armée	NOM	armée
.	SENT	.
Et	KON	et
moi	PRO:PER	moi
dans	PRP	dans
une	DET:ART	un
ville	NOM	ville
Il	NAM	Il
me	PRO:PER	me
laisse	VER:pres	laisser
exercer	VER:infi	exercer
un	DET:ART	un
pouvoir	NOM	pouvoir
inutile	ADJ	inutile
.	SENT	.
Quel	PRO:REL	quel
emploi	NOM	emploi
,	PUN	,
quel	PRO:REL	quel
séjour	NOM	séjour
,	PUN	,
Osmin	NAM	Osmin
,	PUN	,
pour	PRP	pour
un	DET:ART	un
Vizir	NAM	Vizir
!	SENT	!
Mais	KON	mais
j'	PRO:PER	je
ai	VER:pres	avoir
plus	ADV	plus
dignement	ADV	dignement
employé	VER:pper	employer
ce	PRO:DEM	ce
loisir	NOM	loisir
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
su	VER:pper	savoir
lui	PRO:PER	lui
préparer	VER:infi	préparer
des	PRP:det	du
craintes	NOM	crainte
et	KON	et
des	PRP:det	du
veilles	NOM	veille
.	SENT	.
Et	KON	et
le	DET:ART	le
bruit	NOM	bruit
en	PRO:PER	en
ira	VER:futu	aller
bientôt	ADV	bientôt
a	VER:pres	avoir
ses	DET:POS	son
oreilles	NOM	oreille
.	SENT	.
Quoi	PRO	quoi
donc	ADV	donc
?	SENT	?
Qu'	KON	que
avez	VER:pres	avoir
-vous	PRO:PER	vous
fait	VER:pper	faire
?	SENT	?
J'	PRO:PER	je
espère	VER:pres	espérer
qu'	KON	que
aujourd'hui	ADV	aujourd'hui
Bajazet	NAM	Bajazet
se	PRO:PER	se
déclare	VER:pres	déclarer
,	PUN	,
et	KON	et
Roxane	NOM	Roxane
avec	PRP	avec
lui	PRO:PER	lui
.	SENT	.
Quoi	PRO	quoi
!	SENT	!
Roxane	NOM	Roxane
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
qu'	PRO:REL	que
Amurat	NAM	Amurat
a	VER:pres	avoir
choisie	VER:pper	choisir
Entre	NOM	Entre
tant	ADV	tant
de	PRP	de
beautés	NOM	beauté
,	PUN	,
dont	PRO:REL	dont
l'	DET:ART	le
Europe	NAM	Europe
et	KON	et
l'	DET:ART	le
Asie	NAM	Asie
Dépeuplent	VER:pres	dépeupler
leurs	DET:POS	leur
États	NAM	États
et	KON	et
remplissent	VER:pres	remplir
sa	DET:POS	son
cour	NOM	cour
?	SENT	?
Car	KON	car
on	PRO:PER	on
dit	VER:pres	dire
qu'	KON	que
elle	PRO:PER	elle
seule	ADJ	seul
a	VER:pres	avoir
fixé	VER:pper	fixer
son	DET:POS	son
amour	NOM	amour
.	SENT	.
Et	KON	et
même	ADV	même
il	PRO:PER	il
a	VER:pres	avoir
voulu	VER:pper	vouloir
que	KON	que
l'	DET:ART	le
heureuse	ADJ	heureux
Roxane	NOM	Roxane
,	PUN	,
Avant	VER:ppre	Avant
qu'	KON	que
elle	PRO:PER	elle
eut	VER:simp	avoir
un	DET:ART	un
fils	NOM	fil|fils
,	PUN	,
prît	VER:subi	prendre
le	DET:ART	le
nom	NOM	nom
de	PRP	de
sultane	NOM	sultane
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
fait	VER:pper	faire
plus	ADV	plus
pour	PRP	pour
elle	PRO:PER	elle
,	PUN	,
Osmin	NAM	Osmin
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
voulu	VER:pper	vouloir
Qu'	NAM	Qu'
elle	PRO:PER	elle
eut	VER:simp	avoir
dans	PRP	dans
son	DET:POS	son
absence	NOM	absence
un	DET:ART	un
pouvoir	NOM	pouvoir
absolu	ADJ	absolu
.	SENT	.
Tu	PRO:PER	tu
sais	VER:pres	savoir
de	PRP	de
nos	DET:POS	notre
sultans	NOM	sultan
les	DET:ART	le
rigueurs	NOM	rigueur
ordinaires	ADJ	ordinaire
.	SENT	.
Le	DET:ART	le
frère	NOM	frère
rarement	ADV	rarement
laisse	VER:pres	laisser
jouir	VER:infi	jouir
ses	DET:POS	son
frères	NOM	frère
De	VER:futu	De
l'	DET:ART	le
honneur	NOM	honneur
dangereux	ADJ	dangereux
d'	PRP	de
être	VER:infi	être
sortis	VER:pper	sortir
d'	PRP	de
un	DET:ART	un
sang	NOM	sang
,	PUN	,
Qui	NAM	Qui
les	PRO:PER	la|le
a	VER:pres	avoir
de	PRP	de
trop	ADV	trop
près	ADV	près
approchés	VER:pper	approcher
de	PRP	de
son	DET:POS	son
rang	NOM	rang
.	SENT	.
L'	DET:ART	le
imbécile	ADJ	imbécile
Ibrahim	NAM	Ibrahim
,	PUN	,
sans	PRP	sans
craindre	VER:infi	craindre
sa	DET:POS	son
naissance	NOM	naissance
,	PUN	,
Traîne	NAM	Traîne
,	PUN	,
exempt	ADJ	exempt
de	PRP	de
péril	NOM	péril
,	PUN	,
une	DET:ART	un
éternelle	ADJ	éternel
enfance	NOM	enfance
.	SENT	.
Indigne	VER:pres	indigner
également	ADV	également
de	PRP	de
vivre	VER:infi	vivre
et	KON	et
de	PRP	de
mourir	VER:infi	mourir
,	PUN	,
On	NAM	On
l'	PRO:PER	la|le
abandonne	VER:pres	abandonner
aux	PRP:det	au
mains	NOM	main
qui	PRO:REL	qui
daignent	VER:pres	daigner
le	PRO:PER	le
nourrir	VER:infi	nourrir
.	SENT	.
L'	DET:ART	le
autre	ADJ	autre
trop	ADV	trop
redoutable	ADJ	redoutable
,	PUN	,
et	KON	et
trop	ADV	trop
digne	ADJ	digne
d'	PRP	de
envie	NOM	envie
,	PUN	,
Voit	VER:pres	voir
sans	PRP	sans
cesse	NOM	cesse
Amurat	NOM	Amurat
armé	VER:pper	armer
contre	PRP	contre
sa	DET:POS	son
vie	NOM	vie
.	SENT	.
Car	KON	car
enfin	ADV	enfin
Bajazet	NAM	Bajazet
dédaigna	VER:simp	dédaigner
de	PRP	de
tout	PRO:IND	tout
temps	NOM	temps
.	SENT	.
La	DET:ART	le
molle	ADJ	mou
oisiveté	NOM	oisiveté
des	PRP:det	du
enfants	NOM	enfant
des	PRP:det	du
sultans	NOM	sultan
.	SENT	.
Il	PRO:PER	il
vint	VER:simp	venir
chercher	VER:infi	chercher
la	DET:ART	le
guerre	NOM	guerre
au	PRP:det	au
sortir	NOM	sortir
de	PRP	de
l'	DET:ART	le
enfance	NOM	enfance
,	PUN	,
Et	NOM	Et
même	ADJ	même
en	PRO:PER	en
fit	VER:simp	faire
sous	PRP	sous
moi	PRO:PER	moi
la	DET:ART	le
noble	ADJ	noble
expérience	NOM	expérience
.	SENT	.
Toi	PRO:PER	toi
-même	ADJ	même
tu	PRO:PER	tu
l'	PRO:PER	la|le
as	VER:pres	avoir
vu	VER:pper	voir
courir	VER:infi	courir
dans	PRP	dans
les	DET:ART	le
combats	NOM	combat
Emportant	VER:ppre	emporter
après	PRP	après
lui	PRO:PER	lui
tous	PRO:IND	tout
les	DET:ART	le
coeurs	NOM	cœur
des	PRP:det	du
soldats	NOM	soldat
,	PUN	,
Et	VER:simp	Et
goûter	VER:infi	goûter
tout	ADV	tout
sanglant	VER:ppre	sangler
le	DET:ART	le
plaisir	NOM	plaisir
et	KON	et
la	DET:ART	le
gloire	NOM	gloire
Que	NAM	Que
donne	VER:pres	donner
aux	PRP:det	au
jeunes	ADJ	jeune
coeurs	NOM	cœur
la	DET:ART	le
première	NUM	premier
victoire	NOM	victoire
.	SENT	.
Mais	KON	mais
malgré	PRP	malgré
ses	DET:POS	son
soupçons	NOM	soupçon
le	DET:ART	le
cruel	ADJ	cruel
Amurat	NOM	Amurat
,	PUN	,
Avant	VER:ppre	Avant
qu'	KON	que
un	DET:ART	un
fils	NOM	fil|fils
naissant	ADJ	naissant
eut	VER:simp	avoir
rassuré	VER:pper	rassurer
l'	DET:ART	le
État	NAM	État
,	PUN	,
N'	NAM	N'
osait	VER:impf	oser
sacrifier	VER:infi	sacrifier
ce	PRO:DEM	ce
frère	NOM	frère
à	PRP	à
sa	DET:POS	son
vengeance	NOM	vengeance
,	PUN	,
Ni	VER:pper	Ni
du	PRP:det	du
sang	NOM	sang
ottoman	ADJ	ottoman
proscrire	VER:infi	proscrire
l'	DET:ART	le
espérance	NOM	espérance
.	SENT	.
Ainsi	ADV	ainsi
donc	ADV	donc
pour	PRP	pour
un	DET:ART	un
temps	NOM	temps
Amurat	ADJ	Amurat
désarmé	VER:pper	désarmer
Laissa	NAM	Laissa
dans	PRP	dans
le	DET:ART	le
sérail	NOM	sérail
Bajazet	NAM	Bajazet
enfermé	VER:pper	enfermer
.	SENT	.
Il	PRO:PER	il
partit	VER:simp	partir
,	PUN	,
et	KON	et
voulut	VER:simp	vouloir
que	ADV	que
fidèle	ADJ	fidèle
a	VER:pres	avoir
sa	DET:POS	son
haine	NOM	haine
,	PUN	,
Et	NOM	Et
des	PRP:det	du
