Pourquoi	ADV	pourquoi
vous	PRO:PER	vous
nomme	VER:pres	nommer
en	PRP	en
effet	NOM	effet
,	PUN	,
Et	NAM	Et
scelle	VER:pres	sceller
de	PRP	de
sa	DET:POS	son
main	NOM	main
le	DET:ART	le
don	NOM	don
qu'	PRO:REL	que
il	PRO:PER	il
vous	PRO:PER	vous
en	PRO:PER	en
fait	VER:pres	faire
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
trop	ADV	trop
d'	PRP	de
Alexandre	NAM	Alexandre
honorer	VER:infi	honorer
la	DET:ART	le
mémoire	NOM	mémoire
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
pour	PRP	pour
me	PRO:PER	me
flatter	VER:infi	flatter
de	PRP	de
tant	ADV	tant
de	PRP	de
vaine	ADJ	vain
gloire	NOM	gloire
;	PUN	;
Il	NAM	Il
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
son	DET:POS	son
choix	NOM	choix
semble	VER:pres	sembler
tomber	VER:infi	tomber
sur	PRP	sur
moi	PRO:PER	moi
,	PUN	,
Mais	VER:impf	Mais
après	PRP	après
ce	PRO:DEM	ce
Héros	NOM	héro|héros
peut	VER:pres	pouvoir
-on	PRO:PER	on
élire	VER:infi	élire
un	DET:ART	un
Roi	NOM	roi
?	SENT	?
Quand	KON	quand
la	DET:ART	le
Terre	NAM	Terre
a	VER:pres	avoir
perdu	VER:pper	perdre
son	DET:POS	son
vainqueur	NOM	vainqueur
et	KON	et
son	DET:POS	son
maître	NOM	maître
,	PUN	,
Est-il	NOM	Est-il
un	DET:ART	un
Successeur	NOM	successeur
qu'	PRO:REL	que
elle	PRO:PER	elle
puisse	VER:subp	pouvoir
connaître	VER:infi	connaître
?	SENT	?
Le	DET:ART	le
présent	NOM	présent
qu'	PRO:REL	que
il	PRO:PER	il
m'	PRO:PER	me
a	VER:pres	avoir
fait	VER:pper	faire
n'	ADV	ne
a	VER:pres	avoir
point	ADV	point
dû	VER:pper	devoir
m'	PRO:PER	me
éblouir	VER:infi	éblouir
,	PUN	,
Il	NAM	Il
peut	VER:pres	pouvoir
être	VER:infi	être
fatal	ADJ	fatal
à	PRP	à
qui	PRO:REL	qui
veut	VER:pres	vouloir
en	PRP	en
jouir	VER:infi	jouir
;	PUN	;
Quand	NAM	Quand
de	PRP	de
la	DET:ART	le
Macédoine	NAM	Macédoine
Alexandre	NAM	Alexandre
eut	VER:simp	avoir
l'	DET:ART	le
élite	NOM	élite
,	PUN	,
Il	NAM	Il
avait	VER:impf	avoir
moins	ADV	moins
de	PRP	de
chefs	NOM	chef
que	KON	que
de	PRP	de
Rois	NAM	Rois
à	PRP	à
sa	DET:POS	son
suite	NOM	suite
,	PUN	,
Et	VER:impf	Et
ce	PRO:DEM	ce
héros	NOM	héro|héros
vainqueur	NOM	vainqueur
des	PRP:det	du
Mèdes	NAM	Mèdes
,	PUN	,
des	PRP:det	du
Persans	NAM	Persans
,	PUN	,
Ne	NAM	Ne
nommait	VER:impf	nommer
plus	ADV	plus
de	PRP	de
Rois	NAM	Rois
que	KON	que
par	PRP	par
ses	DET:POS	son
Lieutenants	NOM	lieutenant
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
donc	ADV	donc
point	ADV	point
voulu	VER:pper	vouloir
me	PRO:PER	me
parer	VER:infi	parer
d'	PRP	de
un	DET:ART	un
vain	ADJ	vain
titre	NOM	titre
,	PUN	,
De	VER:simp	De
tous	PRO:IND	tout
ses	DET:POS	son
successeurs	NOM	successeur
je	PRO:PER	je
veux	VER:pres	vouloir
être	VER:infi	être
l'	DET:ART	le
arbitre	NOM	arbitre
,	PUN	,
J'	NAM	J'
en	PRO:PER	en
ai	VER:pres	avoir
fait	VER:pper	faire
nommer	VER:infi	nommer
un	NUM	un
pour	PRP	pour
le	PRO:PER	le
faire	VER:infi	faire
haïr	VER:infi	haïr
,	PUN	,
Et	NOM	Et
n'	ADV	ne
ai	VER:pres	avoir
choisis	VER:pper	choisir
qu'	KON	que
un	DET:ART	un
Roi	NOM	roi
qui	PRO:REL	qui
me	PRO:PER	me
sut	VER:simp	savoir
obéir	VER:infi	obéir
.	SENT	.
Ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
donc	ADV	donc
point	ADV	point
ce	PRO:DEM	ce
nom	NOM	nom
où	PRO:REL	où
mon	DET:POS	mon
coeur	NOM	cœur
doit	VER:pres	devoir
prétendre	VER:infi	prétendre
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
nous	PRO:PER	nous
adorons	VER:pres	adorer
les	DET:ART	le
veuves	NOM	veuf|veuve
d'	PRP	de
Alexandre	NAM	Alexandre
,	PUN	,
Pourquoi	NAM	Pourquoi
le	PRO:PER	le
taire	VER:infi	taire
encore	ADV	encore
?	SENT	?
Pourquoi	ADV	pourquoi
dissimuler	VER:infi	dissimuler
?	SENT	?
Cassander	NAM	Cassander
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
temps	NOM	temps
d'	PRP	de
agir	VER:infi	agir
et	KON	et
de	PRP	de
parler	VER:infi	parler
;	PUN	;
J'	NAM	J'
adore	VER:pres	adorer
Statira	NAM	Statira
,	PUN	,
vous	PRO:PER	vous
adorez	VER:pres	adorer
Roxane	NOM	Roxane
,	PUN	,
Et	NAM	Et
vous	PRO:PER	vous
aimez	VER:pres	aimer
en	PRP	en
vain	ADJ	vain
cette	PRO:DEM	ce
fière	ADJ	fier
persane	NOM	persan
,	PUN	,
J'	NAM	J'
aime	VER:pres	aimer
en	PRP	en
vain	ADJ	vain
Statira	NAM	Statira
,	PUN	,
mais	KON	mais
il	PRO:PER	il
faut	VER:pres	falloir
découvrir	VER:infi	découvrir
Nos	NOM	Nos
rivaux	ADJ	rival
trop	ADV	trop
heureux	ADJ	heureux
,	PUN	,
et	KON	et
les	PRO:PER	la|le
faire	VER:infi	faire
périr	VER:infi	périr
;	PUN	;
Il	NAM	Il
faut	VER:pres	falloir
que	KON	que
notre	DET:POS	notre
adresse	NOM	adresse
à	PRP	à
nos	DET:POS	notre
forces	NOM	force|forces
réponde	VER:subp	répondre
,	PUN	,
Maîtres	NOM	maître
de	PRP	de
Babylone	NAM	Babylone
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
l'	DET:ART	le
être	NOM	être
du	PRP:det	du
Monde	NAM	Monde
;	PUN	;
En	NOM	En
vain	ADJ	vain
Léonatus	NAM	Léonatus
prétend	VER:pres	prétendre
nous	PRO:PER	nous
assiéger	VER:infi	assiéger
,	PUN	,
Nous	PRO:PER	nous
saurons	VER:pres	saurer
le	PRO:PER	le
combattre	VER:infi	combattre
,	PUN	,
et	KON	et
même	ADV	même
nous	PRO:PER	nous
venger	VER:infi	venger
;	PUN	;
Pour	NAM	Pour
gouverner	VER:infi	gouverner
l'	DET:ART	le
Empire	NOM	Empire
où	PRO:REL	où
nous	PRO:PER	nous
devons	VER:pres	devoir
prétendre	VER:infi	prétendre
,	PUN	,
Il	NAM	Il
faut	VER:pres	falloir
nous	PRO:PER	nous
assurer	VER:infi	assurer
des	PRP:det	du
veuves	NOM	veuf|veuve
d'	PRP	de
Alexandre	NAM	Alexandre
,	PUN	,
Et	VER:simp	Et
fonder	VER:infi	fonder
sur	PRP	sur
des	PRP:det	du
droits	NOM	droit
justes	ADJ	juste
et	KON	et
souverains	ADJ	souverain
,	PUN	,
Partager	VER:infi	partager
son	DET:POS	son
Empire	NOM	Empire
et	KON	et
celui	PRO:DEM	celui
des	PRP:det	du
humains	NOM	humain
.	SENT	.
Ce	PRO:DEM	ce
procédé	NOM	procédé
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
me	PRO:PER	me
paraît	VER:pres	paraître
trop	ADV	trop
sincère	ADJ	sincère
,	PUN	,
Pour	NOM	Pour
cacher	ADJ	cacher
plus	ADV	plus
longtemps	ADV	longtemps
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
voulu	VER:pper	vouloir
taire	VER:infi	taire
:	PUN	:
Oui	INT	oui
,	PUN	,
j'	PRO:PER	je
adore	VER:pres	adorer
Roxane	NOM	Roxane
,	PUN	,
et	KON	et
son	DET:POS	son
coeur	NOM	cœur
orgueilleux	ADJ	orgueilleux
Dédaigne	VER:subp	dédaigner
mes	DET:POS	mon
soupirs	NOM	soupir
,	PUN	,
et	KON	et
rejette	VER:pres	rejeter
mes	DET:POS	mon
voeux	NOM	vœu
;	PUN	;
Fière	NAM	Fière
d'	PRP	de
avoir	VER:infi	avoir
un	DET:ART	un
fils	NOM	fil|fils
aussi	ADV	aussi
bien	ADV	bien
que	KON	que
Barsine	NAM	Barsine
,	PUN	,
Roxane	NOM	Roxane
à	PRP	à
l'	DET:ART	le
Univers	NAM	Univers
pour	PRP	pour
maître	NOM	maître
le	PRO:PER	le
destine	VER:pres	destiner
,	PUN	,
Sans	NAM	Sans
songer	VER:infi	songer
que	KON	que
ce	PRO:DEM	ce
fils	NOM	fil|fils
né	VER:pper	naître
d'	PRP	de
un	DET:ART	un
sang	NOM	sang
ennemi	ADJ	ennemi
,	PUN	,
Le	DET:ART	le
fils	NOM	fil|fils
d'	PRP	de
une	DET:ART	un
persane	NOM	persan
est	VER:pres	être
esclave	NOM	esclave
à	PRP	à
demi	NOM	demi
,	PUN	,
Et	NOM	Et
que	KON	que
la	DET:ART	le
Macédoine	NAM	Macédoine
a	VER:pres	avoir
des	PRP:det	du
Peuples	NAM	Peuples
trop	ADV	trop
braves	ADJ	brave
Pour	NOM	Pour
se	PRO:PER	se
faire	VER:infi	faire
des	PRP:det	du
Rois	NAM	Rois
du	PRP:det	du
sang	NOM	sang
de	PRP	de
leurs	DET:POS	leur
esclaves	NOM	esclave
;	PUN	;
Mais	VER:impf	Mais
puis	ADV	puis
que	KON	que
nous	PRO:PER	nous
voyons	VER:pres	voir
ces	PRO:DEM	ce
trônes	NOM	trône
,	PUN	,
ces	PRO:DEM	ce
États	NAM	États
,	PUN	,
Payer	NAM	Payer
de	PRP	de
notre	DET:POS	notre
sang	NOM	sang
,	PUN	,
et	KON	et
conquis	VER:pper	conquérir
par	PRP	par
nos	DET:POS	notre
bras	NOM	bras
,	PUN	,
Nous	PRO:PER	nous
pouvons	VER:pres	pouvoir
entre	PRP	entre
nous	PRO:PER	nous
les	PRO:PER	la|le
partager	VER:infi	partager
sans	PRP	sans
crime	NOM	crime
,	PUN	,
Puis	NOM	Puis
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
a	VER:pres	avoir
point	ADV	point
laissé	VER:pper	laisser
d'	PRP	de
héritier	NOM	héritier
légitime	ADJ	légitime
,	PUN	,
Les	DET:ART	le
armes	NOM	arme
à	PRP	à
la	DET:ART	le
main	NOM	main
,	PUN	,
nous	PRO:PER	nous
ferons	VER:futu	faire
voir	VER:infi	voir
à	PRP	à
tous	PRO:IND	tout
Qu'	NOM	Qu'
Alexandre	NAM	Alexandre
n'	ADV	ne
a	VER:pres	avoir
point	ADV	point
de	PRP	de
Successeurs	NAM	Successeurs
que	PRO:REL	que
nous	PRO:PER	nous
.	SENT	.
Nos	DET:POS	notre
desseins	NOM	dessein
sont	VER:pres	être
pareils	ADJ	pareil
ainsi	ADV	ainsi
que	KON	que
nos	DET:POS	notre
tendresses	NOM	tendresse
,	PUN	,
Mais	NAM	Mais
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
agit	VER:pres	agir
du	PRP:det	du
coeur	NOM	cœur
des	PRP:det	du
deux	NUM	deux
Princesses	NOM	princesse
,	PUN	,
Nous	PRO:PER	nous
aimons	VER:pres	aimer
l'	DET:ART	le
un	NOM	un
et	KON	et
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
et	KON	et
peut-être	ADV	peut-être
tous	PRO:IND	tout
deux	NUM	deux
Nous	PRO:PER	nous
aurons	VER:futu	avoir
même	ADV	même
sort	VER:pres	sortir
pour	KON	pour
de	PRP	de
semblables	ADJ	semblable
feux	NOM	feu
;	PUN	;
J'	NAM	J'
ai	VER:pres	avoir
sauvé	VER:pper	sauver
Statira	NAM	Statira
des	PRP:det	du
fureurs	NOM	fureur
de	PRP	de
Roxane	NAM	Roxane
En	NAM	En
butte	VER:pres	butter
aux	PRP:det	au
cruautés	NOM	cruauté
de	PRP	de
la	DET:ART	le
fière	ADJ	fier
Persane	NOM	persan
,	PUN	,
Cette	NAM	Cette
illustre	VER:pres	illustrer
Princesse	NOM	princesse
aurait	VER:cond	avoir
perdu	VER:pper	perdre
le	DET:ART	le
jour	NOM	jour
Sans	NAM	Sans
les	DET:ART	le
soins	NOM	soin
empressés	ADJ	empressé
qu'	PRO:REL	que
elle	PRO:PER	elle
doit	VER:pres	devoir
à	PRP	à
l'	DET:ART	le
amour	NOM	amour
;	PUN	;
Nous	PRO:PER	nous
devons	VER:pres	devoir
pénétrer	VER:infi	pénétrer
quelle	PRO:REL	quel
jalouse	ADJ	jaloux
envie	VER:pres	envier
L'	DET:ART	le
a	VER:pres	avoir
fait	VER:pper	faire
incessamment	ADV	incessamment
armer	VER:infi	armer
contre	PRP	contre
sa	DET:POS	son
vie	NOM	vie
,	PUN	,
Peut-être	NAM	Peut-être
qu'	KON	que
un	DET:ART	un
rival	NOM	rival
aimé	VER:pper	aimer
de	PRP	de
toutes	PRO:IND	tout
deux	NUM	deux
Leur	NAM	Leur
a	VER:pres	avoir
fait	VER:pper	faire
rejeter	VER:infi	rejeter
nos	DET:POS	notre
services	NOM	service
,	PUN	,
nos	DET:POS	notre
voeux	NOM	vœu
;	PUN	;
Statira	VER:futu	Statira
malgré	PRP	malgré
moi	PRO:PER	moi
veut	VER:pres	vouloir
suivre	VER:infi	suivre
Ptolomée	VER:pper	Ptolomée
,	PUN	,
Peut-être	VER:infi	Peut-être
ce	PRO:DEM	ce
rival	NOM	rival
est-il	ADJ	est-il
dans	PRP	dans
son	DET:POS	son
armée	NOM	armée
?	SENT	?
Léonatus	NAM	Léonatus
peut-être	ADV	peut-être
,	PUN	,
ah	INT	ah
!	SENT	!
Seigneur	NOM	seigneur
,	PUN	,
j'	PRO:PER	je
en	PRO:PER	en
frémis	VER:pres	frémir
...	PUN	...
Oui	VER:pper	Oui
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
plus	ADV	plus
mortel	ADJ	mortel
de	PRP	de
tous	PRO:IND	tout
vos	DET:POS	votre
ennemis	NOM	ennemi
,	PUN	,
Léonatus	NAM	Léonatus
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
dans	PRP	dans
le	DET:ART	le
parti	NOM	parti
contraire	ADJ	contraire
Sans	NAM	Sans
doute	NOM	doute
est	VER:pres	être
ce	PRO:DEM	ce
rival	NOM	rival
que	KON	que
leur	DET:POS	leur
coeur	NOM	cœur
nous	PRO:PER	nous
préfère	VER:pres	préférer
?	SENT	?
Je	PRO:PER	je
sais	VER:pres	savoir
trop	ADV	trop
,	PUN	,
à	PRP	à
son	DET:POS	son
nom	NOM	nom
,	PUN	,
et	KON	et
mes	DET:POS	mon
yeux	NOM	œil
me	PRO:PER	me
l'	PRO:PER	la|le
ont	VER:pres	avoir
dit	VER:pper	dire
,	PUN	,
Que	NAM	Que
Statira	NAM	Statira
soupire	VER:pres	soupirer
,	PUN	,
et	KON	et
Roxane	NOM	Roxane
rougit	VER:pres	rougir
;	PUN	;
C'	NAM	C'
est	VER:pres	être
assez	ADV	assez
pour	PRP	pour
tirer	VER:infi	tirer
de	PRP	de
fortes	ADJ	fort
conjectures	NOM	conjecture
,	PUN	,
Pénétrons	VER:futu	Pénétrons
leurs	DET:POS	leur
desseins	NOM	dessein
pour	PRP	pour
prendre	VER:infi	prendre
nos	DET:POS	notre
mesures	NOM	mesure
,	PUN	,
Il	NAM	Il
faut	VER:pres	falloir
approfondir	VER:infi	approfondir
ce	PRO:DEM	ce
mystère	NOM	mystère
en	PRP	en
ce	PRO:DEM	ce
jour	NOM	jour
,	PUN	,
Ici	VER:pper	Ici
la	DET:ART	le
Politique	NOM	politique
est	VER:pres	être
unie	VER:pper	unir
à	PRP	à
l'	DET:ART	le
Amour	NAM	Amour
.	SENT	.
Roxane	NOM	Roxane
vient	VER:pres	venir
,	PUN	,
parlez	VER:pres	parler
,	PUN	,
l'	DET:ART	le
occasion	NOM	occasion
est	VER:pres	être
belle	ADJ	beau
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
retire	VER:pres	retirer
,	PUN	,
et	KON	et
vous	PRO:PER	vous
laisse	VER:pres	laisser
avec	PRP	avec
elle	PRO:PER	elle
.	SENT	.
Nous	PRO:PER	nous
sommes	VER:pres	sommer|être
investis	VER:pper	investir
,	PUN	,
déjà	ADV	déjà
Léonatus	NAM	Léonatus
Nous	PRO:PER	nous
menace	VER:pres	menacer
et	KON	et
nous	PRO:PER	nous
compte	VER:pres	compter
au	PRP:det	au
nombre	NOM	nombre
des	PRP:det	du
Vaincus	NAM	Vaincus
;	PUN	;
Mais	VER:impf	Mais
avant	PRP	avant
que	KON	que
son	DET:POS	son
bras	NOM	bras
ose	VER:pres	oser
rien	ADV	rien
entreprendre	VER:infi	entreprendre
,	PUN	,
Il	NAM	Il
demande	VER:pres	demander
à	PRP	à
nous	PRO:PER	nous
voir	VER:infi	voir
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
l'	PRO:PER	la|le
entendre	VER:infi	entendre
,	PUN	,
Il	NAM	Il
m'	PRO:PER	me
a	VER:pres	avoir
fait	VER:pper	faire
demander	VER:infi	demander
un	DET:ART	un
otage	NOM	otage
,	PUN	,
et	KON	et
je	PRO:PER	je
viens	VER:pres	venir
D'	NOM	D'
envoyer	VER:infi	envoyer
Alcetas	NAM	Alcetas
suivi	VER:pper	suivre
de	PRP	de
deux	NUM	deux
des	PRP:det	du
miens	PRO:POS	mien
,	PUN	,
Dans	VER:simp	Dans
peu	ADV	peu
nous	PRO:PER	nous
le	PRO:PER	le
verrons	VER:futu	voir
...	PUN	...
Hé	NAM	Hé
!	SENT	!
Que	KON	que
voulez	VER:pres	vouloir
-vous	PRO:PER	vous
faire	VER:infi	faire
?	SENT	?
Recevoir	VER:infi	recevoir
dans	PRP	dans
nos	DET:POS	notre
murs	NOM	mur
un	DET:ART	un
mortel	ADJ	mortel
adversaire	NOM	adversaire
?	SENT	?
Vient-il	NOM	Vient-il
nous	PRO:PER	nous
menacer	VER:infi	menacer
?	SENT	?
Et	KON	et
quel	PRO:REL	quel
est	VER:pres	être
son	DET:POS	son
dessein	NOM	dessein
?	SENT	?
Laissez-nous	NOM	Laissez-nous
lui	PRO:PER	lui
parler	VER:infi	parler
les	DET:ART	le
armes	NOM	arme
à	PRP	à
la	DET:ART	le
main	NOM	main
,	PUN	,
Et	NOM	Et
Perdiccas	NAM	Perdiccas
et	KON	et
moi	PRO:PER	moi
,	PUN	,
Madame	NAM	Madame
...	PUN	...
Il	NAM	Il
faut	VER:pres	falloir
l'	PRO:PER	la|le
entendre	VER:infi	entendre
,	PUN	,
Ce	NAM	Ce
Prince	NAM	Prince
redoutable	ADJ	redoutable
est	VER:pres	être
du	PRP:det	du
sang	NOM	sang
d'	PRP	de
Alexandre	NAM	Alexandre
;	PUN	;
On	NAM	On
doit	VER:pres	devoir
le	PRO:PER	le
respecter	VER:infi	respecter
.	SENT	.
Peut-être	ADV	peut-être
en	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
Vient-il	ADJ	Vient-il
nous	PRO:PER	nous
proposer	VER:infi	proposer
quelque	PRO:IND	quelque
accommodement	NOM	accommodement
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
mes	DET:POS	mon
desseins	NOM	dessein
...	PUN	...
Et	NAM	Et
nous	PRO:PER	nous
avons	VER:pres	avoir
les	PRO:PER	la|le
nôtres	PRO:POS	nôtre
,	PUN	,
Que	NAM	Que
nous	PRO:PER	nous
saurons	VER:pres	saurer
régler	VER:infi	régler
,	PUN	,
Madame	NAM	Madame
,	PUN	,
sur	PRP	sur
les	PRO:PER	la|le
vôtres	PRO:POS	vôtre
.	SENT	.
Alexandre	NAM	Alexandre
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
:	PUN	:
dans	PRP	dans
ce	PRO:DEM	ce
débris	NOM	débris
commun	ADJ	commun
Il	NOM	Il
laisse	VER:pres	laisser
à	PRP	à
l'	DET:ART	le
Univers	NAM	Univers
vingt	NUM	vingt
maîtres	NOM	maître
au	PRP:det	au
lieu	NOM	lieu
d'	PRP	de
un	NUM	un
;	PUN	;
Vous	NAM	Vous
en	PRO:PER	en
avez	VER:pres	avoir
un	DET:ART	un
fils	NOM	fil|fils
,	PUN	,
vous	PRO:PER	vous
lui	PRO:PER	lui
devez	VER:pres	devoir
un	DET:ART	un
trône	NOM	trône
,	PUN	,
Madame	NAM	Madame
,	PUN	,
choisissez	VER:pres	choisir
la	DET:ART	le
Perse	NAM	Perse
et	KON	et
Babylone	NAM	Babylone
,	PUN	,
Le	DET:ART	le
Pont	NAM	Pont
,	PUN	,
la	DET:ART	le
Macédoine	NAM	Macédoine
,	PUN	,
et	KON	et
tant	ADV	tant
d'	PRP	de
autres	ADJ	autre
Pays	NAM	Pays
Où	ABR	Où
nous	PRO:PER	nous
pourrions	VER:cond	pouvoir
dans	PRP	dans
peu	ADV	peu
couronner	VER:infi	couronner
votre	DET:POS	votre
fils	NOM	fil|fils
;	PUN	;
Mais	VER:impf	Mais
il	PRO:PER	il
faut	VER:pres	falloir
à	PRP	à
ce	PRO:DEM	ce
fils	NOM	fil|fils
un	DET:ART	un
tuteur	NOM	tuteur
qui	PRO:REL	qui
soutienne	VER:subp	soutenir
Toute	NAM	Toute
votre	DET:POS	votre
grandeur	NOM	grandeur
unie	VER:pper	unir
avec	PRP	avec
la	DET:ART	le
sienne	PRO:POS	sien
.	SENT	.
Voyez	VER:pres	voir
,	PUN	,
examinez	VER:pres	examiner
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
point	ADV	point
parmi	PRP	parmi
nous	PRO:PER	nous
De	VER:subi	De
Prince	NAM	Prince
,	PUN	,
ou	KON	ou
de	PRP	de
héros	NOM	héro|héros
qui	PRO:REL	qui
soit	ADV	soit
digne	ADJ	digne
de	PRP	de
vous	PRO:PER	vous
.	SENT	.
Ne	ADV	ne
pouvez	VER:pres	pouvoir
-vous	PRO:PER	vous
choisir	VER:infi	choisir
?	SENT	?
Hé	INT	hé
qui	PRO:REL	qui
pourrait	VER:cond	pouvoir
prétendre	VER:infi	prétendre
À	PRP	à
remplir	VER:infi	remplir
dans	PRP	dans
mon	DET:POS	mon
coeur	NOM	cœur
la	DET:ART	le
place	NOM	place
d'	PRP	de
Alexandre	NAM	Alexandre
