/	PUN	/
conférence	NOM	conférence
on	PRO:PER	on
attend	VER:pres	attendre
désormais	ADV	désormais
Le	DET:ART	le
jour	NOM	jour
de	PRP	de
la	DET:ART	le
bataille	NOM	bataille
,	PUN	,
ou	KON	ou
celui	PRO:DEM	celui
de	PRP	de
la	DET:ART	le
paix	NOM	paix
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
explique	VER:pres	expliquer
point	ADV	point
des	PRP:det	du
desseins	NOM	dessein
de	PRP	de
mon	DET:POS	mon
Maître	NAM	Maître
,	PUN	,
Il	NAM	Il
paraîtra	VER:futu	paraître
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
et	KON	et
les	PRO:PER	la|le
fera	VER:futu	faire
connaître	VER:infi	connaître
,	PUN	,
Il	NOM	Il
marche	NOM	marche
sur	PRP	sur
mes	DET:POS	mon
pas	NOM	pas
:	PUN	:
mais	KON	mais
que	KON	que
d'	PRP	de
heureux	ADJ	heureux
succès	NOM	succès
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
de	PRP	de
Scipion	NAM	Scipion
ont	VER:pres	avoir
rempli	VER:pper	remplir
les	DET:ART	le
projets	NOM	projet
?	SENT	?
La	DET:ART	le
victoire	NOM	victoire
en	PRP	en
tous	PRO:IND	tout
lieux	NOM	lieu
à	PRP	à
son	DET:POS	son
bras	NOM	bras
enchaînée	ADJ	enchaîné
Semble	ADJ	Semble
de	PRP	de
l'	DET:ART	le
univers	NOM	univers
faire	VER:infi	faire
la	DET:ART	le
destinée	NOM	destinée
;	PUN	;
Jeune	NAM	Jeune
encore	ADV	encore
,	PUN	,
on	PRO:PER	on
a	VER:pres	avoir
vu	VER:pper	voir
ses	DET:POS	son
grandes	ADJ	grand
actions	NOM	action
Suivre	NAM	Suivre
,	PUN	,
et	KON	et
même	ADV	même
passer	VER:infi	passer
celles	PRO:DEM	celui
des	PRP:det	du
Scipions	NAM	Scipions
,	PUN	,
Et	NOM	Et
digne	ADJ	digne
rejeton	NOM	rejeton
de	PRP	de
cette	PRO:DEM	ce
illustre	ADJ	illustre
race	NOM	race
,	PUN	,
A	PRP	à
vingt	NUM	vingt
ans	NOM	an
on	PRO:PER	on
l'	PRO:PER	la|le
a	VER:pres	avoir
vu	VER:pper	voir
commander	VER:infi	commander
en	PRP	en
leur	DET:POS	leur
place	NOM	place
;	PUN	;
Il	NAM	Il
nous	PRO:PER	nous
chassa	VER:simp	chasser
d'	PRP	de
Espagne	NAM	Espagne
après	PRP	après
quatre	NUM	quatre
combats	NOM	combat
,	PUN	,
Où	ABR	Où
Rome	NAM	Rome
triompha	VER:simp	triompher
par	PRP	par
l'	DET:ART	le
effort	NOM	effort
de	PRP	de
son	DET:POS	son
bras	NOM	bras
,	PUN	,
Le	DET:ART	le
voici	ADV	voici
dans	PRP	dans
l'	DET:ART	le
Afrique	NAM	Afrique
étonnée	ADJ	étonné
,	PUN	,
affaiblie	VER:pper	affaiblir
,	PUN	,
Il	NAM	Il
arrache	VER:pres	arracher
Annibal	NAM	Annibal
du	PRP:det	du
sein	NOM	sein
de	PRP	de
l'	DET:ART	le
Italie	NAM	Italie
,	PUN	,
Et	VER:simp	Et
contraint	VER:pper	contraindre
ce	PRO:DEM	ce
héros	NOM	héro|héros
de	PRP	de
voler	VER:infi	voler
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
,	PUN	,
Pour	NAM	Pour
défendre	VER:infi	défendre
à	PRP	à
son	DET:POS	son
tour	NOM	tour
sa	DET:POS	son
patrie	NOM	patrie
et	KON	et
ses	DET:POS	son
Dieux	NOM	Dieu
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
achève	VER:pres	achever
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
cette	PRO:DEM	ce
heureuse	ADJ	heureux
campagne	NOM	campagne
,	PUN	,
Dans	NAM	Dans
l'	DET:ART	le
Afrique	NAM	Afrique
il	PRO:PER	il
fera	VER:futu	faire
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
fit	VER:simp	faire
en	PRP	en
Espagne	NAM	Espagne
:	PUN	:
Un	DET:ART	un
des	PRP:det	du
plus	ADV	plus
puissants	ADJ	puissant
rois	NOM	roi
qui	PRO:REL	qui
fût	VER:subi	être
dans	PRP	dans
l'	DET:ART	le
univers	NOM	univers
,	PUN	,
L'	DET:ART	le
infidèle	ADJ	infidèle
Syphax	NAM	Syphax
a	VER:pres	avoir
péri	VER:pper	périr
dans	PRP	dans
ses	DET:POS	son
fers	NOM	fer
,	PUN	,
Asdrubal	NAM	Asdrubal
et	KON	et
Xantus	NAM	Xantus
ont	VER:pres	avoir
perdu	VER:pper	perdre
trois	NUM	trois
batailles	NOM	bataille
,	PUN	,
Carthage	NAM	Carthage
va	VER:pres	aller
nous	PRO:PER	nous
voir	VER:infi	voir
au	PRP:det	au
pied	NOM	pied
de	PRP	de
ses	DET:POS	son
murailles	NOM	muraille
,	PUN	,
Cette	NAM	Cette
superbe	ADJ	superbe
ville	NOM	ville
est	VER:pres	être
contrainte	VER:pper	contraindre
aujourd'hui	ADV	aujourd'hui
D'	NOM	D'
appeler	VER:infi	appeler
Annibal	NAM	Annibal
pour	PRP	pour
lui	PRO:PER	lui
servir	VER:infi	servir
d'	PRP	de
appui	NOM	appui
;	PUN	;
Scipion	NAM	Scipion
la	DET:ART	le
menace	NOM	menace
,	PUN	,
et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
voit	VER:pres	voir
ce	PRO:DEM	ce
grand	ADJ	grand
homme	NOM	homme
Lui	NAM	Lui
rendre	VER:infi	rendre
tout	PRO:IND	tout
l'	DET:ART	le
effroi	NOM	effroi
qu'	PRO:REL	que
Annibal	NAM	Annibal
fit	VER:simp	faire
à	PRP	à
Rome	NAM	Rome
.	SENT	.
Il	PRO:PER	il
vient	VER:pres	venir
de	PRP	de
ses	DET:POS	son
succès	NOM	succès
interrompre	VER:infi	interrompre
le	DET:ART	le
cours	NOM	cour|cours
,	PUN	,
Et	NAM	Et
promet	VER:pres	promettre
à	PRP	à
l'	DET:ART	le
Afrique	NAM	Afrique
un	DET:ART	un
fidèle	ADJ	fidèle
secours	NOM	secours
.	SENT	.
Son	DET:POS	son
nom	NOM	nom
seul	ADJ	seul
raffermit	VER:pres	raffermir
nos	DET:POS	notre
Provinces	NOM	province
craintives	ADJ	craintif
;	PUN	;
Mais	VER:impf	Mais
puis	ADV	puis
-je	PRO:PER	je
m'	PRO:PER	me
informer	VER:infi	informer
des	PRP:det	du
illustres	ADJ	illustre
captives	NOM	captif
Que	NAM	Que
Zama	NAM	Zama
pris	VER:pper	prendre
d'	PRP	de
assaut	NOM	assaut
vit	VER:pres	vivre
tomber	VER:infi	tomber
dans	PRP	dans
vos	DET:POS	votre
fers	NOM	fer
;	PUN	;
La	DET:ART	le
nièce	NOM	nièce
d'	PRP	de
Annibal	NAM	Annibal
les	DET:ART	le
a-t-elle	ADJ	a-t-elle
soufferts	VER:pper	souffrir
?	SENT	?
Et	KON	et
la	DET:ART	le
Fille	NOM	fille
d'	PRP	de
Hannon	NAM	Hannon
,	PUN	,
la	DET:ART	le
superbe	ADJ	superbe
Erixene	NAM	Erixene
,	PUN	,
S'	NOM	S'
est-elle	ADJ	est-elle
accoutumée	VER:pper	accoutumer
à	PRP	à
porter	VER:infi	porter
une	DET:ART	un
chaîne	NOM	chaîne
?	SENT	?
Que	KON	que
leur	DET:POS	leur
chaîne	NOM	chaîne
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
est	VER:pres	être
facile	ADJ	facile
à	PRP	à
porter	VER:infi	porter
?	SENT	?
Elles	PRO:PER	elle
ont	VER:pres	avoir
des	PRP:det	du
vertus	NOM	vertu
qui	PRO:REL	qui
les	PRO:PER	la|le
font	VER:pres	faire
respecter	VER:infi	respecter
,	PUN	,
Au	NAM	Au
Camp	NAM	Camp
de	PRP	de
Scipion	NAM	Scipion
elles	PRO:PER	elle
sont	VER:pres	être
souveraines	ADJ	souverain
,	PUN	,
Il	VER:ppre	Il
les	DET:ART	le
traite	NOM	traite
bien	ADV	bien
moins	ADV	moins
en	PRP	en
esclaves	NOM	esclave
qu'	KON	que
en	PRP	en
Reines	NOM	reine
,	PUN	,
Il	NOM	Il
n'	ADV	ne
a	VER:pres	avoir
plus	ADV	plus
de	PRP	de
fierté	NOM	fierté
si-tôt	ADJ	si-tôt
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
vainqueur	NOM	vainqueur
,	PUN	,
Sa	VER:simp	Sa
bonté	NOM	bonté
,	PUN	,
sa	DET:POS	son
clémence	NOM	clémence
égalent	VER:pres	égaler
sa	DET:POS	son
valeur	NOM	valeur
;	PUN	;
Oui	VER:pper	Oui
,	PUN	,
son	DET:POS	son
bras	NOM	bras
aux	PRP:det	au
vaincus	VER:pper	vaincre
ne	ADV	ne
fut	VER:simp	être
jamais	ADV	jamais
funeste	ADJ	funeste
,	PUN	,
La	DET:ART	le
victoire	NOM	victoire
ne	ADV	ne
sert	VER:pres	servir
qu'	ADV	qu'
à	PRP	à
le	PRO:PER	le
rendre	VER:infi	rendre
modeste	ADJ	modeste
,	PUN	,
Égal	NOM	Égal
dans	PRP	dans
la	DET:ART	le
fortune	NOM	fortune
et	KON	et
dans	PRP	dans
l'	DET:ART	le
adversité	NOM	adversité
,	PUN	,
Il	NOM	Il
n'	ADV	ne
est	VER:pres	être
jamais	ADV	jamais
superbe	ADJ	superbe
en	PRP	en
la	DET:ART	le
prospérité	NOM	prospérité
.	SENT	.
La	DET:ART	le
nièce	NOM	nièce
d'	PRP	de
Annibal	NAM	Annibal
,	PUN	,
l'	DET:ART	le
adorable	ADJ	adorable
Isperie	NOM	Isperie
,	PUN	,
Fit	VER:simp	faire
briller	VER:infi	briller
tant	ADV	tant
d'	PRP	de
éclat	NOM	éclat
et	KON	et
tant	ADV	tant
de	PRP	de
modestie	NOM	modestie
Qu'	ADJ	Qu'
il	PRO:PER	il
en	PRO:PER	en
fut	VER:simp	être
ébloui	VER:pper	éblouir
:	PUN	:
mais	KON	mais
enfin	ADV	enfin
sa	DET:POS	son
beauté	NOM	beauté
Porte	VER:pres	porter
un	DET:ART	un
charme	NOM	charme
secret	ADJ	secret
dont	PRO:REL	dont
on	PRO:PER	on
est	VER:pres	être
enchanté	VER:pper	enchanter
.	SENT	.
Au	PRP:det	au
Prince	NAM	Prince
Lucejus	NAM	Lucejus
elle	PRO:PER	elle
se	PRO:PER	se
vit	VER:pres	vivre
promise	VER:pper	promettre
,	PUN	,
Il	NAM	Il
devait	VER:impf	devoir
l'	PRO:PER	la|le
épouser	VER:infi	épouser
quand	KON	quand
Zama	NAM	Zama
fut	VER:simp	être
surprise	VER:pper	surprendre
;	PUN	;
Ce	VER:simp	Ce
jour	NOM	jour
infortuné	ADJ	infortuné
si	KON	si
funeste	ADJ	funeste
pour	KON	pour
eux	PRO:PER	eux
Sépara	VER:simp	séparer
ces	PRO:DEM	ce
amants	NOM	amant
sur	PRP	sur
le	DET:ART	le
point	NOM	point
d'	PRP	de
être	VER:infi	être
heureux	ADJ	heureux
:	PUN	:
Elle	PRO:PER	elle
ignore	VER:pres	ignorer
où	PRO:REL	où
ce	PRO:DEM	ce
Prince	NOM	prince
a	VER:pres	avoir
su	VER:pper	savoir
porter	VER:infi	porter
ses	DET:POS	son
armes	NOM	arme
,	PUN	,
Et	VER:simp	Et
souvent	ADV	souvent
ses	DET:POS	son
beaux	ADJ	beau
yeux	NOM	œil
pour	KON	pour
lui	PRO:PER	lui
versent	VER:pres	verser
des	PRP:det	du
larmes	NOM	larme
:	PUN	:
Mais	KON	mais
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
Erixene	NAM	Erixene
en	PRP	en
ce	PRO:DEM	ce
lieu	NOM	lieu
doit	VER:pres	devoir
venir	VER:infi	venir
,	PUN	,
Scipion	NAM	Scipion
lui	PRO:PER	lui
permet	VER:pres	permettre
de	PRP	de
vous	PRO:PER	vous
entretenir	VER:infi	entretenir
,	PUN	,
Je	PRO:PER	je
vois	VER:pres	voir
qu'	KON	que
elle	PRO:PER	elle
s'	PRO:PER	se
avance	VER:pres	avancer
,	PUN	,
et	KON	et
vous	PRO:PER	vous
laisse	VER:pres	laisser
avec	PRP	avec
elle	PRO:PER	elle
.	SENT	.
On	PRO:PER	on
nous	PRO:PER	nous
vient	VER:pres	venir
d'	PRP	de
annoncer	VER:infi	annoncer
une	DET:ART	un
grande	ADJ	grand
nouvelle	ADJ	nouveau
,	PUN	,
Annibal	NAM	Annibal
en	PRP	en
Afrique	NAM	Afrique
est	VER:pres	être
enfin	ADV	enfin
de	PRP	de
retour	NOM	retour
.	SENT	.
Vous	PRO:PER	vous
le	PRO:PER	le
verrez	VER:futu	voir
,	PUN	,
Madame	NAM	Madame
,	PUN	,
avant	PRP	avant
la	DET:ART	le
fin	NOM	fin
du	PRP:det	du
jour	NOM	jour
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
que	KON	que
dans	PRP	dans
l'	DET:ART	le
état	NOM	état
où	PRO:REL	où
l'	DET:ART	le
Afrique	NAM	Afrique
est	VER:pres	être
réduite	VER:pper	réduire
,	PUN	,
Elle	VER:simp	Elle
n'	ADV	ne
espère	VER:pres	espérer
plus	ADV	plus
qu'	KON	que
en	PRP	en
sa	DET:POS	son
seule	ADJ	seul
conduite	NOM	conduite
;	PUN	;
Ne	NAM	Ne
me	PRO:PER	me
déguisez	VER:pres	déguiser
rien	ADV	rien
sur	PRP	sur
ses	DET:POS	son
nouveaux	ADJ	nouveau
projets	NOM	projet
,	PUN	,
Je	PRO:PER	je
prévois	VER:pres	prévoir
,	PUN	,
Aurilcar	NAM	Aurilcar
,	PUN	,
qu'	PRO:REL	que
ils	PRO:PER	il
tendent	VER:pres	tendre
à	PRP	à
la	DET:ART	le
paix	NOM	paix
.	SENT	.
Vous	PRO:PER	vous
avez	VER:pres	avoir
pénétré	VER:pper	pénétrer
ce	PRO:DEM	ce
que	PRO:REL	que
veut	VER:pres	vouloir
sa	DET:POS	son
prudence	NOM	prudence
,	PUN	,
Une	ABR	Une
paix	NOM	paix
de	PRP	de
Carthage	NAM	Carthage
est	VER:pres	être
l'	DET:ART	le
unique	ADJ	unique
espérance	NOM	espérance
;	PUN	;
Mais	NAM	Mais
,	PUN	,
Madame	NAM	Madame
,	PUN	,
que	PRO:REL	que
dit	VER:pres	dire
,	PUN	,
et	KON	et
que	PRO:REL	que
fait	VER:pres	faire
Scipion	NAM	Scipion
?	SENT	?
Son	DET:POS	son
jeune	ADJ	jeune
coeur	NOM	cœur
n'	ADV	ne
a-t-il	ADJ	a-t-il
que	KON	que
de	PRP	de
l'	DET:ART	le
ambition	NOM	ambition
?	SENT	?
Les	DET:ART	le
charmes	NOM	charme
d'	PRP	de
Erixene	NAM	Erixene
,	PUN	,
ou	KON	ou
les	DET:ART	le
yeux	NOM	œil
d'	PRP	de
Isperie	NOM	Isperie
N'	ADJ	N'
ont	VER:pres	avoir
-ils	PRO:PER	il
pu	VER:pper	pouvoir
rendre	VER:infi	rendre
encor	ADV	encor
sa	DET:POS	son
grande	ADJ	grand
âme	NOM	âme
attendrie	VER:pper	attendrir
?	SENT	?
Pardonnez	VER:pres	pardonner
...	PUN	...
Apprenez	VER:pres	apprendre
un	DET:ART	un
secret	NOM	secret
important	ADJ	important
,	PUN	,
Sans	NAM	Sans
doute	VER:pres	douter
Scipion	NAM	Scipion
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
indifférent	ADJ	indifférent
.	SENT	.
Depuis	PRP	depuis
peu	ADV	peu
dans	PRP	dans
son	DET:POS	son
Camp	NAM	Camp
sa	DET:POS	son
flamme	NOM	flamme
est	VER:pres	être
allumée	VER:pper	allumer
,	PUN	,
Bien	NAM	Bien
que	KON	que
sa	DET:POS	son
passion	NOM	passion
dans	PRP	dans
son	DET:POS	son
coeur	NOM	cœur
renfermée	ADJ	renfermé
Prenne	ADJ	Prenne
soin	NOM	soin
à	PRP	à
nos	DET:POS	notre
yeux	NOM	œil
toujours	ADV	toujours
de	PRP	de
se	PRO:PER	se
cacher	VER:infi	cacher
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
fasse	VER:subp	faire
des	PRP:det	du
efforts	NOM	effort
en	PRP	en
vain	ADJ	vain
pour	PRP	pour
l'	PRO:PER	la|le
arracher	VER:infi	arracher
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
connu	VER:pper	connaître
cependant	ADV	cependant
,	PUN	,
même	ADV	même
par	PRP	par
sa	DET:POS	son
contrainte	NOM	contrainte
,	PUN	,
Que	VER:pper	Que
d'	PRP	de
un	DET:ART	un
feu	NOM	feu
violent	VER:subp	violer
son	DET:POS	son
âme	NOM	âme
était	VER:impf	être
atteinte	VER:pper	atteindre
.	SENT	.
Il	PRO:PER	il
faut	VER:pres	falloir
d'	PRP	de
un	DET:ART	un
tel	NOM	tel
secret	ADJ	secret
qu'	KON	que
Annibal	NAM	Annibal
soit	VER:subp	être
instruit	VER:pper	instruire
,	PUN	,
Sa	VER:simp	Sa
prudence	NOM	prudence
pourrait	VER:cond	pouvoir
en	PRP	en
tirer	VER:infi	tirer
quelque	PRO:IND	quelque
fruit	NOM	fruit
;	PUN	;
Car	NAM	Car
si	KON	si
de	PRP	de
Scipion	NAM	Scipion
on	PRO:PER	on
fléchit	VER:pres	fléchir
le	DET:ART	le
courage	NOM	courage
,	PUN	,
Il	NOM	Il
pourrait	VER:cond	pouvoir
s'	PRO:PER	se
adoucir	VER:infi	adoucir
en	PRP	en
faveur	NOM	faveur
de	PRP	de
Carthage	NAM	Carthage
.	SENT	.
Hé	INT	hé
quoi	PRO	quoi
?	SENT	?
si	KON	si
de	PRP	de
l'	DET:ART	le
amour	NOM	amour
il	PRO:PER	il
ressentait	VER:impf	ressentir
les	DET:ART	le
coups	NOM	coup
?	SENT	?
Et	KON	et
s'	PRO:PER	se
il	PRO:PER	il
était	VER:impf	être
charmé	VER:pper	charmer
d'	PRP	de
Isperie	NOM	Isperie
,	PUN	,
ou	KON	ou
de	PRP	de
vous	PRO:PER	vous
,	PUN	,
Sans	NAM	Sans
doute	VER:pres	douter
que	KON	que
la	DET:ART	le
paix	NOM	paix
en	PRO:PER	en
serait	VER:cond	être
plus	ADV	plus
facile	ADJ	facile
.	SENT	.
À	PRP	à
connaître	VER:infi	connaître
les	DET:ART	le
coeurs	NOM	cœur
je	PRO:PER	je
ne	ADV	ne
suis	VER:pres	suivre|être
pas	ADV	pas
habile	ADJ	habile
;	PUN	;
Mais	VER:impf	Mais
j'	PRO:PER	je
ai	VER:pres	avoir
crû	VER:pper	croître
démêler	VER:infi	démêler
dans	PRP	dans
son	DET:POS	son
trouble	NOM	trouble
secret	ADJ	secret
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
aime	VER:pres	aimer
une	NUM	un
des	PRP:det	du
deux	NUM	deux
,	PUN	,
et	KON	et
qu'	KON	que
il	PRO:PER	il
l'	PRO:PER	la|le
aime	VER:pres	aimer
à	PRP	à
regret	NOM	regret
;	PUN	;
Plus	NAM	Plus
j'	PRO:PER	je
observe	VER:pres	observer
pour	KON	pour
nous	PRO:PER	nous
ses	DET:POS	son
yeux	NOM	œil
et	KON	et
sa	DET:POS	son
conduite	NOM	conduite
,	PUN	,
Plus	NAM	Plus
je	PRO:PER	je
vois	VER:pres	voir
qu'	KON	que
il	PRO:PER	il
nous	PRO:PER	nous
cherche	VER:pres	chercher
alors	ADV	alors
qu'	KON	que
il	PRO:PER	il
nous	PRO:PER	nous
évite	VER:pres	éviter
;	PUN	;
Quand	NAM	Quand
il	PRO:PER	il
nous	PRO:PER	nous
voit	VER:pres	voir
ensemble	ADV	ensemble
il	PRO:PER	il
demeure	VER:pres	demeurer
interdit	VER:pper	interdire
,	PUN	,
Il	NAM	Il
rougit	VER:pres	rougir
quelquefois	ADV	quelquefois
de	PRP	de
honte	NOM	honte
et	KON	et
de	PRP	de
dépit	NOM	dépit
Et	NOM	Et
quand	KON	quand
il	PRO:PER	il
s'	PRO:PER	se
aperçoit	VER:pres	apercevoir
du	PRP:det	du
trouble	NOM	trouble
de	PRP	de
son	DET:POS	son
âme	NOM	âme
,	PUN	,
Il	NAM	Il
semble	VER:pres	sembler
s'	PRO:PER	se
indigner	VER:infi	indigner
de	PRP	de
sa	DET:POS	son
naissante	ADJ	naissant
flamme	NOM	flamme
,	PUN	,
Il	NAM	Il
frémit	VER:pres	frémir
de	PRP	de
sentir	VER:infi	sentir
l'	DET:ART	le
amour	NOM	amour
qu'	PRO:REL	que
il	PRO:PER	il
veut	VER:pres	vouloir
dompter	VER:infi	dompter
,	PUN	,
Et	NOM	Et
que	KON	que
tout	PRO:IND	tout
son	DET:POS	son
courage	NOM	courage
a	VER:pres	avoir
peine	NOM	peine
à	PRP	à
surmonter	VER:infi	surmonter
.	SENT	.
Voila	VER:simp	voiler
le	DET:ART	le
plan	NOM	plan
d'	PRP	de
un	DET:ART	un
coeur	NOM	cœur
difficile	ADJ	difficile
à	PRP	à
connaître	VER:infi	connaître
;	PUN	;
Mais	VER:impf	Mais
pour	PRP	pour
approfondir	VER:infi	approfondir
qui	PRO:REL	qui
peut	VER:pres	pouvoir
en	PRP	en
être	VER:infi	être
maître	NOM	maître
,	PUN	,
Je	PRO:PER	je
sais	VER:pres	savoir
trop	ADV	trop
qu'	KON	que
Isperie	NOM	Isperie
a	VER:pres	avoir
des	PRP:det	du
charmes	NOM	charme
puissants	ADJ	puissant
,	PUN	,
Que	VER:ppre	Que
sa	DET:POS	son
beauté	NOM	beauté
d'	PRP	de
abord	NOM	abord
peut	VER:pres	pouvoir
enchanter	VER:infi	enchanter
les	DET:ART	le
sens	NOM	sen|sens
,	PUN	,
Mais	VER:impf	Mais
à	PRP	à
son	DET:POS	son
cher	ADJ	cher
Amant	NOM	amant
elle	PRO:PER	elle
est	VER:pres	être
trop	ADV	trop
attachée	VER:pper	attacher
,	PUN	,
Et	NOM	Et
par	PRP	par
nul	ADJ	nul
autre	ADJ	autre
objet	NOM	objet
n'	ADV	ne
en	PRO:PER	en
peut	VER:pres	pouvoir
être	VER:infi	être
arrachée	VER:pper	arracher
,	PUN	,
Scipion	NAM	Scipion
le	PRO:PER	le
connaît	VER:pres	connaître
.	SENT	.
Madame	NOM	Madame
,	PUN	,
et	KON	et
plût	VER:subi	plaire|pleuvoir
aux	PRP:det	au
Dieux	NOM	Dieu
!	SENT	!
Que	KON	que
ce	PRO:DEM	ce
Vainqueur	NOM	vainqueur
sentît	VER:subi	sentir
le	DET:ART	le
pouvoir	NOM	pouvoir
de	PRP	de
vos	DET:POS	votre
yeux	NOM	œil
?	SENT	?
Je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
en	PRO:PER	en
flatte	VER:pres	flatter
point	ADV	point
,	PUN	,
mais	KON	mais
sans	PRP	sans
être	VER:infi	être
trop	ADV	trop
vaine	ADJ	vain
,	PUN	,
Scipion	NAM	Scipion
sans	PRP	sans
rougir	VER:infi	rougir
pourrait	VER:cond	pouvoir
porter	VER:infi	porter
ma	DET:POS	mon
chaîne	NOM	chaîne
,	PUN	,
Que	NAM	Que
dis	VER:pres	dire
-je	PRO:PER	je
?	SENT	?
Ce	PRO:DEM	ce
héros	NOM	héro|héros
,	PUN	,
le	DET:ART	le
plus	ADV	plus
grand	ADJ	grand
des	PRP:det	du
mortels	NOM	mortel
,	PUN	,
A	PRP	à
qui	PRO:REL	qui
Rome	NAM	Rome
déjà	ADV	déjà
consacre	VER:pres	consacrer
des	PRP:det	du
Autels	NAM	Autels
,	PUN	,
D'	NAM	D'
un	DET:ART	un
coeur	NOM	cœur
